account,sales_agent,product,lead_score
Treequote,10,GTX Plus Basic,14.000000000000002
Silis,10,GTX Plus Pro,2.0
unknow,11,GTX Plus Basic,
unknow,11,GTXPro,0.0
unknow,13,MG Special,
Finhigh,13,GTX Basic,100.0
Codehow,14,GTX Plus Pro,
Dontechi,14,GTX Basic,
Streethex,14,MG Special,95.0
Groovestreet,16,GTX Basic,
Umbrella Corporation,17,GTX Plus Pro,
unknow,18,GTX Plus Pro,
Hottechi,18,MG Special,
Scottech,18,MG Special,
Betatech,18,MG Advanced,
Globex Corporation,18,MG Advanced,
Umbrella Corporation,19,GTXPro,
unknow,19,GTXPro,0.0
Xx-holding,19,MG Advanced,
Cheers,20,GTX Plus Basic,
unknow,22,GTX Basic,
unknow,22,GTX Basic,
unknow,22,GTX Basic,
Dalttechnology,22,GTX Basic,
Doncon,22,GTXPro,100.0
Doncon,22,MG Special,
unknow,0,GTX Basic,
unknow,0,GTX Plus Pro,
Singletechno,0,MG Special,
unknow,0,MG Special,
unknow,0,MG Special,
unknow,0,MG Special,
unknow,0,MG Advanced,
Condax,0,GTX Plus Basic,
Statholdings,0,MG Advanced,
Xx-zobam,12,GTX Plus Basic,
Gekko & Co,12,MG Special,
Initech,12,MG Advanced,
Silis,12,MG Advanced,100.0
unknow,23,GTX Basic,0.0
unknow,23,GTX Plus Basic,
Treequote,23,MG Advanced,
Stanredtax,23,MG Special,
Donware,24,GTXPro,
Ganjaflex,24,GTXPro,
unknow,26,GTX Basic,
unknow,26,GTX Plus Basic,0.0
unknow,26,GTXPro,
unknow,26,MG Special,
Streethex,26,GTXPro,1.0
Gogozoom,26,GTX Plus Basic,
dambase,26,GTXPro,
Blackzim,28,MG Special,
unknow,2,GTX Basic,
Funholding,2,GTX Plus Basic,7.000000000000001
Opentech,2,MG Special,
unknow,2,MG Special,
Mathtouch,2,MG Advanced,
Finjob,3,MG Special,
unknow,4,MG Special,
unknow,5,GTX Plus Basic,
Rundofase,5,GTX Basic,0.0
Domzoom,5,GTX Plus Basic,
Hottechi,5,GTXPro,
Konex,7,GTX Basic,
unknow,8,GTX Basic,
unknow,8,GTX Plus Basic,
unknow,8,GTX Plus Pro,
unknow,8,MG Advanced,
Fasehatice,9,GTXPro,
Blackzim,9,MG Advanced,
Cancity,10,MG Advanced,
Xx-holding,11,GTX Plus Pro,
Kinnamplus,13,MG Special,12.0
unknow,13,MG Special,
unknow,13,MG Advanced,
unknow,13,MG Advanced,
unknow,13,MG Advanced,
Condax,13,MG Advanced,
Stanredtax,13,GTX Plus Basic,
Rangreen,14,MG Advanced,98.0
Mathtouch,15,GTX Basic,
Betasoloin,15,MG Advanced,
unknow,18,MG Special,
unknow,18,MG Special,
unknow,18,MG Special,
unknow,18,MG Advanced,
Genco Pura Olive Oil Company,18,MG Special,1.0
Globex Corporation,18,MG Special,
Doncon,19,GTXPro,0.0
Hottechi,19,MG Special,
Statholdings,22,GTX Plus Basic,3.0
unknow,0,MG Special,
unknow,0,MG Special,
unknow,0,MG Advanced,
unknow,12,GTX Plus Pro,
Yearin,12,GTX Plus Basic,
Toughzap,23,GTX Basic,
Kinnamplus,24,GTX Basic,
Xx-zobam,25,GTX Plus Basic,
unknow,26,GTX Basic,
unknow,26,GTX Plus Basic,
unknow,26,GTX Plus Basic,0.0
unknow,26,GTXPro,
Domzoom,26,GTX Basic,
Stanredtax,26,GTX Plus Basic,
Newex,28,MG Special,
unknow,2,MG Special,
unknow,2,MG Special,
Hatfan,3,GTX Plus Basic,
J-Texon,4,GTX Plus Pro,100.0
Streethex,5,GTX Plus Pro,
Doncon,6,MG Special,100.0
Konex,6,MG Advanced,100.0
Doncon,7,GTX Plus Basic,
unknow,8,GTX Basic,
unknow,8,GTX Basic,0.0
Rundofase,9,GTK 500,
Kan-code,9,GTXPro,
Dontechi,10,GTX Plus Basic,
Toughzap,10,GTX Plus Basic,
Streethex,10,MG Advanced,
Finjob,11,GTX Basic,
Sonron,11,GTX Plus Basic,
unknow,13,GTX Basic,
Statholdings,13,MG Special,
Xx-zobam,14,GTX Plus Basic,
unknow,14,MG Advanced,0.0
Cancity,14,GTX Plus Basic,
Ontomedia,15,GTXPro,0.0
Xx-zobam,15,GTX Basic,
Ontomedia,15,GTXPro,
Kinnamplus,18,GTX Plus Basic,
unknow,18,MG Special,0.0
Treequote,18,MG Special,
Zumgoity,18,MG Advanced,
Initech,20,MG Special,
Kan-code,20,MG Special,
Donware,20,MG Advanced,
Kinnamplus,21,GTX Basic,
unknow,22,GTX Basic,
J-Texon,22,GTX Plus Pro,
Scotfind,0,GTX Plus Pro,9.0
unknow,0,GTX Plus Pro,
Funholding,0,GTX Plus Pro,
unknow,12,MG Advanced,0.0
Zotware,24,GTX Basic,
Dontechi,26,GTXPro,2.0
unknow,26,GTXPro,
unknow,26,GTXPro,
unknow,26,MG Special,
unknow,26,MG Advanced,
Warephase,26,GTX Plus Basic,100.0
Genco Pura Olive Oil Company,26,GTXPro,100.0
Initech,27,GTXPro,100.0
Gekko & Co,27,MG Advanced,
Doncon,28,GTX Basic,
Kan-code,28,MG Advanced,
unknow,2,GTX Basic,
Y-corporation,2,GTX Plus Pro,
Condax,2,GTXPro,
Rangreen,2,MG Advanced,
unknow,5,GTX Basic,0.0
Treequote,5,GTXPro,
unknow,8,GTX Basic,
Condax,8,MG Special,
unknow,10,GTX Basic,
unknow,10,GTX Plus Basic,
Konmatfix,10,GTX Plus Basic,100.0
unknow,11,MG Special,
Goodsilron,13,GTX Basic,
Massive Dynamic,13,MG Special,
Inity,13,MG Special,99.0
unknow,14,GTXPro,
Streethex,14,GTX Basic,
Yearin,17,GTXPro,
Zotware,17,MG Special,
Zathunicon,18,GTX Basic,
unknow,18,GTX Plus Basic,0.0
unknow,18,MG Special,
unknow,18,MG Special,
unknow,18,MG Special,
Doncon,18,MG Advanced,
Ron-tech,18,MG Advanced,
Hottechi,18,MG Special,
Hatfan,19,GTX Plus Pro,
Kinnamplus,20,MG Special,
Dalttechnology,0,MG Special,
Dalttechnology,0,MG Advanced,3.0
Donquadtech,0,MG Advanced,
Opentech,1,GTX Basic,
Iselectrics,1,MG Special,
Bubba Gump,12,GTX Basic,
Massive Dynamic,12,GTX Plus Basic,
unknow,23,GTX Basic,
Gogozoom,23,MG Advanced,
Dontechi,23,MG Special,
Kan-code,24,GTX Basic,
Plussunin,25,GTX Plus Pro,100.0
Silis,25,MG Special,
unknow,26,GTX Basic,0.0
unknow,26,GTX Basic,
Isdom,26,GTXPro,
Isdom,26,GTXPro,
unknow,26,GTXPro,0.0
unknow,26,GTXPro,
unknow,26,MG Advanced,0.0
Isdom,26,GTX Plus Basic,
dambase,26,GTXPro,
Ron-tech,26,GTX Basic,100.0
Stanredtax,26,GTX Basic,97.0
Toughzap,26,GTX Plus Pro,
Gekko & Co,27,MG Advanced,
unknow,2,GTX Basic,
unknow,2,MG Advanced,
Isdom,2,GTXPro,
unknow,3,MG Advanced,0.0
unknow,5,GTX Basic,0.0
Green-Plus,6,GTX Basic,
unknow,7,MG Special,
Hottechi,8,MG Special,
Umbrella Corporation,8,MG Advanced,
unknow,8,MG Advanced,
Dontechi,8,GTX Basic,
Konmatfix,8,GTX Basic,
Blackzim,9,GTX Plus Basic,0.0
Zotware,10,GTX Basic,13.0
unknow,10,GTX Plus Pro,
Treequote,10,MG Special,33.0
Cancity,10,GTX Plus Basic,
unknow,13,GTX Basic,
Xx-holding,13,MG Advanced,
Konex,14,GTX Plus Basic,
unknow,14,GTX Plus Basic,
Faxquote,14,MG Advanced,
dambase,14,GTX Plus Basic,
unknow,16,MG Special,
unknow,18,GTX Basic,
Sonron,18,MG Special,
Dontechi,18,MG Advanced,99.0
Bioplex,20,GTX Basic,
Konmatfix,0,MG Special,
unknow,0,MG Special,
Streethex,0,MG Special,
Bluth Company,12,GTX Plus Basic,
Initech,12,GTX Plus Pro,
Domzoom,23,GTX Plus Pro,1.0
Kinnamplus,26,GTX Plus Basic,
Inity,26,GTX Plus Pro,
Sumace,26,GTXPro,
unknow,26,GTXPro,
unknow,26,GTXPro,
unknow,26,MG Advanced,0.0
Streethex,26,GTXPro,
Domzoom,26,GTXPro,
Acme Corporation,27,GTX Plus Basic,
Kan-code,27,GTXPro,
Xx-zobam,27,GTX Basic,
unknow,2,MG Special,
unknow,2,MG Special,0.0
Xx-holding,2,MG Advanced,1.0
dambase,2,GTX Plus Pro,100.0
Funholding,2,MG Advanced,
Donquadtech,4,GTXPro,
unknow,5,GTX Basic,
Globex Corporation,5,GTX Basic,
unknow,7,GTX Plus Pro,
Scotfind,7,MG Special,97.0
unknow,8,GTX Plus Pro,
The New York Inquirer,8,MG Advanced,
unknow,8,MG Advanced,0.0
Betatech,8,MG Advanced,0.0
Ron-tech,10,GTX Plus Basic,
Kan-code,11,GTXPro,
unknow,13,MG Special,0.0
unknow,13,MG Advanced,
unknow,13,MG Advanced,
Umbrella Corporation,14,GTX Plus Basic,
unknow,19,GTXPro,
Faxquote,19,GTXPro,
Xx-zobam,21,MG Advanced,
unknow,22,GTX Basic,0.0
Hottechi,22,GTX Plus Basic,
Singletechno,22,GTX Plus Basic,
Plexzap,22,GTXPro,
unknow,0,GTX Plus Pro,
unknow,0,GTX Plus Pro,
Golddex,0,MG Special,
unknow,0,MG Special,
Bioholding,0,GTX Plus Pro,
Globex Corporation,0,MG Special,
Vehement Capital Partners,12,MG Advanced,
unknow,23,GTX Plus Basic,
Scottech,23,MG Advanced,
Donware,24,GTX Plus Basic,3.0
unknow,26,GTX Plus Basic,
Finjob,26,GTXPro,
Funholding,26,GTXPro,8.0
Konex,26,GTXPro,
unknow,26,GTXPro,
unknow,26,GTXPro,
unknow,26,GTXPro,
unknow,26,GTXPro,0.0
unknow,26,MG Advanced,
unknow,26,MG Advanced,
dambase,26,GTXPro,100.0
Zumgoity,26,GTXPro,
unknow,2,GTX Plus Pro,0.0
unknow,2,MG Advanced,
Cancity,2,GTX Basic,
unknow,3,GTX Plus Basic,
Hottechi,4,GTX Basic,
unknow,5,GTX Basic,
unknow,5,GTX Basic,
Singletechno,5,GTX Plus Basic,
unknow,5,GTX Plus Basic,
Scotfind,6,GTX Basic,
Konex,9,GTXPro,
unknow,10,GTX Basic,
Singletechno,10,GTX Plus Basic,
Y-corporation,10,GTX Plus Basic,9.0
Genco Pura Olive Oil Company,10,MG Special,
Domzoom,10,GTX Plus Basic,99.0
unknow,13,GTX Basic,
unknow,14,GTX Basic,0.0
unknow,14,MG Special,
unknow,16,GTK 500,
Newex,16,GTX Plus Pro,
Xx-zobam,18,GTX Plus Pro,
unknow,18,MG Special,0.0
Groovestreet,19,GTX Basic,
Toughzap,22,GTXPro,
Yearin,0,GTX Basic,
unknow,0,MG Special,
Conecom,0,MG Advanced,1.0
unknow,1,GTX Basic,
Umbrella Corporation,12,GTX Plus Basic,
Ganjaflex,24,GTX Basic,
unknow,25,GTX Plus Basic,
Statholdings,26,GTX Plus Basic,
Xx-zobam,26,GTXPro,
unknow,26,GTXPro,
unknow,26,MG Special,
Ron-tech,26,GTXPro,
Conecom,26,GTX Basic,
Inity,26,GTXPro,99.0
Streethex,26,GTXPro,100.0
Massive Dynamic,27,GTXPro,0.0
Green-Plus,28,GTX Basic,
Newex,2,GTXPro,
Nam-zim,3,GTX Plus Basic,
unknow,5,GTX Basic,
unknow,5,GTXPro,
Cancity,5,GTXPro,
Labdrill,6,MG Special,2.0
Singletechno,6,GTX Basic,100.0
Nam-zim,8,GTX Basic,
unknow,8,GTX Basic,
unknow,8,GTX Basic,
Dalttechnology,8,MG Special,
unknow,10,GTX Basic,0.0
unknow,10,GTX Plus Basic,0.0
Cancity,10,GTXPro,
unknow,13,MG Special,
dambase,13,GTX Plus Pro,
Treequote,14,MG Advanced,
Massive Dynamic,15,MG Special,
unknow,16,GTX Basic,
Gekko & Co,17,MG Advanced,
Kan-code,18,GTX Basic,
Bioholding,18,MG Special,
Condax,18,MG Special,
Inity,18,MG Special,
Acme Corporation,20,GTXPro,
Zathunicon,21,MG Special,
Green-Plus,22,GTX Basic,
unknow,0,GTX Plus Pro,
unknow,0,MG Advanced,
Isdom,0,GTX Plus Pro,
unknow,23,MG Special,
Finhigh,23,GTX Basic,
unknow,24,MG Advanced,
Konex,25,GTX Plus Basic,
Codehow,26,GTX Basic,
unknow,26,GTX Plus Basic,
The New York Inquirer,26,GTXPro,
unknow,26,GTXPro,
unknow,26,GTXPro,0.0
Singletechno,26,MG Special,
Massive Dynamic,27,GTXPro,
Sumace,27,GTX Plus Pro,
Sonron,28,MG Special,
Ontomedia,29,GTX Plus Basic,
Zotware,29,GTX Plus Basic,
Massive Dynamic,29,GTXPro,
unknow,2,MG Special,
Konex,4,GTXPro,
Sunnamplex,4,MG Advanced,
unknow,5,GTX Plus Basic,
unknow,5,MG Special,
Bluth Company,6,GTX Plus Basic,
unknow,6,MG Advanced,
Hottechi,6,GTX Plus Basic,
Goodsilron,6,GTX Plus Pro,
Blackzim,6,MG Advanced,
unknow,8,GTX Basic,0.0
Zumgoity,8,MG Special,
Konmatfix,8,GTX Basic,
unknow,10,GTX Basic,
Newex,11,GTX Basic,
Mathtouch,15,GTXPro,
Zotware,17,GTXPro,
unknow,18,GTX Plus Pro,
Yearin,18,MG Special,
unknow,18,MG Special,0.0
Inity,18,MG Special,
unknow,21,MG Advanced,
unknow,0,GTX Basic,0.0
unknow,0,GTX Basic,
unknow,0,MG Special,
unknow,0,MG Special,
Finhigh,0,GTX Plus Pro,
Acme Corporation,1,MG Special,
unknow,12,GTX Plus Basic,0.0
unknow,23,MG Advanced,
Umbrella Corporation,24,MG Advanced,
Bluth Company,25,GTX Plus Basic,
unknow,26,GTX Basic,
unknow,26,GTX Plus Basic,
Scottech,26,GTX Plus Pro,
J-Texon,26,GTXPro,
unknow,26,MG Advanced,0.0
unknow,26,MG Advanced,0.0
Hottechi,26,MG Advanced,
Condax,26,GTX Plus Basic,
Scottech,26,GTX Plus Basic,
Bioholding,26,MG Special,
Initech,27,GTXPro,
unknow,2,GTX Plus Basic,
unknow,2,GTXPro,
unknow,2,MG Special,
Funholding,2,MG Advanced,
Newex,3,MG Advanced,
Cheers,4,GTXPro,
Rangreen,5,GTXPro,
unknow,6,MG Special,0.0
Plusstrip,6,GTX Plus Basic,
unknow,7,GTX Basic,0.0
Condax,7,GTX Basic,5.0
J-Texon,7,GTX Basic,
unknow,8,GTX Basic,
Bioholding,8,MG Special,
Funholding,8,GTX Basic,
unknow,10,GTX Plus Basic,
unknow,10,MG Special,
unknow,11,GTX Plus Basic,
Nam-zim,11,GTXPro,100.0
unknow,13,GTX Basic,
Plusstrip,13,MG Special,
Rundofase,13,MG Advanced,
Donquadtech,14,GTX Basic,
unknow,14,GTX Basic,
Dontechi,14,GTX Plus Basic,
unknow,14,MG Special,
Opentech,15,GTX Plus Pro,100.0
Plussunin,17,MG Advanced,
Sumace,17,MG Advanced,
unknow,18,MG Special,
unknow,18,MG Advanced,0.0
Labdrill,19,MG Advanced,
unknow,20,MG Special,
Zathunicon,20,MG Advanced,
Kan-code,21,GTX Basic,
Rangreen,0,MG Special,
Bluth Company,1,GTXPro,
unknow,23,MG Advanced,0.0
unknow,26,GTXPro,
unknow,26,GTXPro,
unknow,26,MG Special,
Sumace,2,GTX Basic,
Sumace,2,MG Advanced,4.0
unknow,3,MG Advanced,
unknow,4,GTX Plus Pro,
unknow,5,GTX Basic,
unknow,8,GTX Basic,
unknow,8,GTX Plus Basic,
Acme Corporation,8,MG Advanced,
unknow,8,MG Advanced,0.0
unknow,9,GTX Plus Pro,
Plexzap,9,GTX Plus Basic,
Y-corporation,9,GTXPro,
Sunnamplex,9,MG Advanced,
unknow,10,GTX Plus Basic,0.0
unknow,13,GTX Plus Basic,0.0
unknow,13,MG Advanced,
Cancity,13,MG Special,
Rangreen,13,GTX Plus Pro,
Kan-code,14,GTX Basic,
unknow,14,GTX Plus Basic,
Zotware,15,GTX Plus Pro,
unknow,18,MG Special,
Inity,18,MG Special,
Konex,19,MG Special,2.0
Cheers,19,MG Advanced,
unknow,20,MG Special,
Konex,22,GTXPro,100.0
unknow,0,GTX Plus Basic,
unknow,0,GTX Plus Basic,0.0
Plusstrip,0,MG Special,
unknow,0,MG Special,
Genco Pura Olive Oil Company,0,GTX Plus Basic,
Konmatfix,0,MG Advanced,
unknow,12,MG Advanced,
Kinnamplus,12,MG Advanced,
Gekko & Co,25,GTX Basic,1.0
unknow,26,GTXPro,
unknow,26,GTXPro,
Rundofase,26,MG Special,
unknow,26,MG Special,
Statholdings,26,MG Advanced,1.0
unknow,2,GTX Basic,
unknow,2,GTX Plus Basic,
unknow,2,MG Special,0.0
unknow,2,MG Advanced,
unknow,3,GTX Plus Basic,
Rantouch,3,GTX Plus Basic,
Plexzap,4,GTX Plus Basic,100.0
Streethex,5,MG Special,
unknow,8,GTX Basic,
Inity,8,GTX Basic,81.0
Zoomit,9,GTX Plus Basic,
unknow,10,GTK 500,
unknow,10,GTX Plus Pro,
unknow,10,GTXPro,
Goodsilron,11,GTX Plus Basic,
J-Texon,11,GTX Plus Pro,
Plussunin,13,MG Special,
Rangreen,14,GTX Plus Basic,
Zotware,14,GTXPro,
Hatfan,18,GTX Plus Pro,
Cancity,18,MG Special,
Hatfan,18,MG Special,
Mathtouch,18,MG Special,
unknow,18,MG Special,
unknow,18,MG Special,
Rantouch,19,GTX Plus Basic,
Goodsilron,19,GTXPro,
Konex,19,GTXPro,
Singletechno,19,MG Advanced,
Xx-zobam,20,GTXPro,0.0
unknow,22,MG Advanced,
Sonron,22,GTX Basic,
Condax,24,GTX Plus Basic,99.0
Initech,24,GTXPro,
Yearin,25,GTX Basic,99.0
Umbrella Corporation,25,GTX Plus Pro,99.0
Warephase,2,MG Special,4.0
Labdrill,3,MG Advanced,
Lexiqvolax,4,GTXPro,
Kan-code,4,GTX Plus Pro,
unknow,5,GTX Basic,
Warephase,8,GTX Plus Pro,
Zumgoity,8,MG Advanced,
Domzoom,13,MG Advanced,
unknow,14,GTXPro,
Kinnamplus,15,MG Advanced,
unknow,18,MG Special,
unknow,18,MG Special,
unknow,19,MG Advanced,
Bluth Company,20,MG Special,
unknow,0,MG Special,
Ganjaflex,0,MG Advanced,
Cancity,0,MG Special,
Gekko & Co,1,GTX Plus Basic,
unknow,12,GTX Plus Pro,
unknow,23,MG Advanced,
Inity,26,MG Advanced,0.0
Bioplex,27,GTX Plus Basic,
Vehement Capital Partners,27,MG Advanced,
unknow,28,GTK 500,
Betatech,2,MG Special,
unknow,2,MG Special,
Rundofase,2,GTXPro,
unknow,5,GTX Basic,
Cancity,6,MG Special,
unknow,7,GTX Basic,
Konex,7,GTX Plus Basic,
unknow,8,MG Special,
Acme Corporation,8,MG Advanced,
unknow,10,MG Advanced,0.0
Umbrella Corporation,13,MG Advanced,4.0
Gogozoom,14,GTX Plus Basic,
unknow,14,MG Special,
Inity,14,GTX Plus Basic,99.0
Donquadtech,15,GTXPro,
Kinnamplus,15,GTXPro,
Silis,17,MG Advanced,1.0
Silis,17,GTX Plus Basic,
unknow,18,GTX Basic,
unknow,18,MG Special,
Hottechi,18,GTX Basic,
Mathtouch,19,MG Special,
Massive Dynamic,21,MG Special,
Cancity,24,MG Special,
unknow,25,GTX Plus Basic,
unknow,26,GTXPro,0.0
unknow,26,GTXPro,0.0
Konex,27,GTXPro,100.0
J-Texon,28,MG Advanced,
unknow,2,MG Special,0.0
Finhigh,2,MG Advanced,
unknow,5,GTX Plus Basic,
Labdrill,7,GTX Plus Basic,
Scotfind,7,GTX Basic,
unknow,8,GTX Basic,
Condax,13,GTX Basic,
Funholding,13,MG Advanced,
Betasoloin,14,GTX Plus Basic,1.0
Initech,15,GTXPro,
Kan-code,15,GTX Plus Basic,
Bioplex,15,GTX Plus Pro,
unknow,20,MG Special,
unknow,0,GTX Basic,0.0
unknow,0,GTX Plus Pro,
unknow,0,MG Special,
unknow,0,MG Special,
Cancity,0,MG Advanced,
unknow,1,GTXPro,
Bioholding,25,GTXPro,
Ontomedia,25,GTXPro,100.0
unknow,26,GTX Plus Pro,
unknow,26,GTX Plus Pro,0.0
Scottech,26,GTX Plus Basic,
Yearin,27,GTX Basic,
Zathunicon,27,GTX Basic,
Bioplex,28,MG Special,
Fasehatice,28,MG Advanced,
Betasoloin,7,GTX Plus Pro,
Condax,8,GTX Plus Basic,
Finhigh,10,GTX Basic,
Zencorporation,13,GTX Basic,4.0
Treequote,13,GTX Plus Basic,
Bioholding,13,GTX Basic,
Scottech,13,MG Special,
unknow,18,MG Special,
Gogozoom,18,MG Advanced,
Rundofase,18,GTX Basic,
Domzoom,19,MG Advanced,
Plexzap,22,GTXPro,
Betatech,0,MG Special,
unknow,1,GTX Plus Pro,
Vehement Capital Partners,1,MG Special,
Streethex,23,MG Special,
Konex,24,GTX Plus Basic,
Bluth Company,24,MG Special,98.0
Donquadtech,24,MG Special,
Donquadtech,25,MG Advanced,
unknow,26,GTXPro,
Cancity,26,GTX Plus Basic,
Mathtouch,27,MG Advanced,96.0
Rantouch,28,MG Special,98.0
Donware,29,GTX Basic,
Kan-code,29,GTX Basic,91.0
Konex,29,MG Advanced,
Plusstrip,2,GTXPro,
unknow,6,GTX Basic,
Faxquote,6,GTX Plus Basic,
Konex,6,GTX Basic,
Scotfind,6,MG Advanced,
unknow,7,GTXPro,
Globex Corporation,8,MG Advanced,
Dontechi,8,GTX Basic,
unknow,10,GTX Plus Pro,
unknow,17,GTX Plus Pro,
Plussunin,17,MG Special,
unknow,18,MG Advanced,
unknow,18,MG Advanced,0.0
Kan-code,0,GTX Plus Basic,
Funholding,1,GTX Basic,
Sumace,1,MG Advanced,
Globex Corporation,23,MG Advanced,
Sumace,24,GTX Plus Basic,
Zotware,24,GTX Plus Pro,
Gekko & Co,24,GTXPro,
Betatech,26,GTXPro,
Inity,26,GTX Plus Pro,
Singletechno,28,GTX Plus Basic,
Inity,2,GTXPro,
Rantouch,3,GTX Plus Basic,
Sunnamplex,4,MG Advanced,
Rundofase,5,GTX Plus Basic,
Blackzim,6,GTX Plus Basic,0.0
Globex Corporation,8,MG Advanced,
unknow,9,GTX Plus Basic,
unknow,9,MG Advanced,
Konex,9,GTX Basic,
Betatech,14,GTX Plus Basic,
unknow,14,GTXPro,
unknow,19,GTX Basic,
J-Texon,19,MG Special,
Acme Corporation,20,MG Special,
Bluth Company,20,MG Special,
Condax,22,GTXPro,
dambase,0,MG Special,
Xx-zobam,12,GTX Basic,98.0
unknow,23,MG Advanced,
Cancity,23,GTX Plus Pro,0.0
Warephase,23,MG Advanced,
Donware,25,MG Advanced,
Konex,25,GTX Plus Basic,
unknow,26,GTXPro,
Initech,27,GTXPro,
Toughzap,5,GTX Plus Basic,
Cancity,6,GTX Basic,
Singletechno,7,MG Special,
unknow,8,GTX Basic,
Finhigh,8,GTX Basic,
Zumgoity,10,GTX Plus Basic,100.0
Warephase,10,GTX Plus Pro,
J-Texon,11,MG Advanced,
unknow,17,MG Advanced,
Scottech,18,MG Special,0.0
unknow,0,GTX Plus Pro,
unknow,12,GTX Basic,
Kinnamplus,12,GTX Basic,0.0
Vehement Capital Partners,25,GTX Plus Basic,
Plussunin,25,GTX Plus Basic,
Goodsilron,26,GTX Plus Basic,
unknow,26,GTXPro,
Streethex,26,GTXPro,
Konex,27,GTXPro,
Singletechno,28,GTX Basic,
Cheers,28,MG Advanced,
Xx-zobam,29,GTXPro,
Plussunin,29,MG Advanced,
Hatfan,3,GTX Plus Basic,1.0
Hottechi,4,GTX Basic,99.0
unknow,5,GTX Basic,0.0
The New York Inquirer,8,GTX Basic,5.0
Goodsilron,9,GTX Plus Basic,
Hatfan,10,GTX Plus Pro,
unknow,10,MG Advanced,
Labdrill,11,GTX Plus Basic,
Konex,11,GTX Plus Basic,99.0
Kan-code,11,MG Special,
Genco Pura Olive Oil Company,13,MG Special,
Domzoom,14,GTX Plus Pro,2.0
Hottechi,14,GTX Basic,100.0
Xx-zobam,15,GTX Basic,
unknow,19,GTX Basic,
Iselectrics,21,GTX Basic,
Donware,1,GTX Plus Basic,
Kinnamplus,24,GTX Basic,
Donquadtech,24,GTX Plus Basic,
Kan-code,25,GTXPro,
unknow,26,GTX Plus Pro,
Codehow,26,MG Advanced,1.0
Scotfind,28,MG Special,93.0
Bubba Gump,29,GTX Plus Pro,
unknow,3,GTX Plus Basic,
J-Texon,3,MG Advanced,
Plexzap,5,GTX Basic,
Codehow,5,GTXPro,
Y-corporation,7,GTXPro,
unknow,8,GTX Plus Basic,
unknow,9,GTX Basic,0.0
Sumace,10,GTX Plus Pro,
unknow,10,MG Special,0.0
Codehow,10,GTX Plus Basic,99.0
Golddex,11,MG Special,2.0
Groovestreet,11,MG Special,
unknow,14,GTX Plus Basic,
Stanredtax,14,GTX Basic,
Inity,14,GTX Plus Pro,
Faxquote,17,GTXPro,6.0
Bubba Gump,17,GTX Basic,1.0
Bioholding,18,GTX Basic,
Golddex,19,MG Special,
Doncon,19,MG Advanced,
Zotware,20,GTX Basic,
Globex Corporation,0,MG Special,
Globex Corporation,0,MG Special,
Dontechi,0,MG Special,
Streethex,0,MG Special,100.0
unknow,28,GTX Basic,
The New York Inquirer,2,GTX Plus Pro,
Cheers,4,GTXPro,
Rangreen,5,GTX Basic,
Genco Pura Olive Oil Company,5,GTXPro,
unknow,9,MG Special,
Green-Plus,9,GTX Plus Basic,
Streethex,10,MG Advanced,
unknow,11,GTX Basic,
unknow,18,MG Special,
Bioholding,18,MG Special,
Sunnamplex,19,MG Special,
Iselectrics,20,GTX Plus Basic,
Hatfan,22,GTXPro,
unknow,12,GTXPro,
Zathunicon,12,GTX Basic,0.0
Ganjaflex,12,GTXPro,
unknow,23,MG Special,
unknow,23,MG Advanced,
Codehow,23,MG Special,
Umbrella Corporation,24,GTXPro,
Zathunicon,24,GTX Basic,
Finjob,26,MG Special,17.0
Ron-tech,26,GTXPro,
Inity,26,GTX Basic,91.0
Treequote,26,GTX Basic,
Codehow,26,GTXPro,
Fasehatice,28,MG Special,
unknow,4,GTX Basic,
Labdrill,7,GTX Plus Basic,
Stanredtax,8,GTX Basic,
Bluth Company,10,GTX Basic,
unknow,11,GTX Plus Basic,
Hottechi,11,GTX Basic,99.0
Zoomit,13,MG Special,
unknow,13,MG Special,
unknow,13,MG Special,
Isdom,13,MG Advanced,
Gekko & Co,18,MG Special,12.0
Treequote,18,MG Advanced,
unknow,19,GTX Basic,
unknow,19,GTX Basic,0.0
unknow,19,GTX Plus Pro,
Cancity,19,GTXPro,
Blackzim,19,MG Advanced,100.0
unknow,20,GTX Basic,
Donquadtech,20,MG Special,
Streethex,0,MG Special,100.0
Umbrella Corporation,1,MG Special,
Xx-zobam,12,MG Advanced,
unknow,24,MG Advanced,
Zotware,24,GTXPro,
Zencorporation,24,MG Special,91.0
The New York Inquirer,25,GTXPro,
unknow,26,GTX Plus Basic,
Dontechi,26,GTXPro,
unknow,2,GTX Basic,
unknow,3,GTX Plus Basic,
unknow,3,GTX Plus Pro,
Kan-code,4,MG Advanced,
Kan-code,7,GTX Plus Pro,
J-Texon,7,MG Special,
Konex,7,GTX Basic,100.0
unknow,8,GTX Basic,0.0
Initech,8,MG Special,16.0
unknow,9,MG Advanced,
Fasehatice,9,GTX Plus Pro,
Goodsilron,9,GTXPro,
Zoomit,9,GTXPro,
unknow,10,GTX Plus Basic,
unknow,10,GTXPro,
Konmatfix,10,MG Special,3.0
unknow,11,MG Special,
Cheers,11,GTX Plus Basic,
unknow,13,MG Advanced,
Zotware,15,GTXPro,94.0
Plussunin,15,MG Advanced,
Finjob,19,MG Special,
Goodsilron,22,GTXPro,
Konex,22,GTX Basic,
unknow,0,GTX Plus Basic,
Bioholding,0,GTX Plus Pro,
