Patient ID,Specialty,Referral Source,Engagement History,Website Interactions,Lead Source,Conversion Probability,Lead Score
L20564,Orthopedics,Word of Mouth,Visited website 7 times,Visited 3 pages,Referral,69.0,54.94
L59725,Pediatrics,Digital Ad,Visited website 2 times,Visited 3 pages,Digital Ad,49.0,17.56
L96134,Neurology,Digital Ad,Visited website 1 times,Visited 2 pages,Referral,64.0,57.25
L69940,Neurology,Digital Ad,Visited website 6 times,Visited 1 pages,Referral,74.0,68.0
L72085,Orthopedics,Digital Ad,Visited website 1 times,Visited 4 pages,Organic Search,69.0,57.5
L27862,Pediatrics,Digital Ad,Visited website 2 times,Visited 1 pages,Referral,46.0,18.23
L20265,Orthopedics,Doctor Referral,Visited website 5 times,Visited 2 pages,Referral,60.0,56.43
L19705,Orthopedics,Digital Ad,Visited website 4 times,Visited 4 pages,Digital Ad,30.0,33.9
L65279,Pediatrics,Word of Mouth,Visited website 5 times,Visited 1 pages,Organic Search,37.0,18.69
L72471,Orthopedics,Doctor Referral,Visited website 8 times,Visited 4 pages,Organic Search,73.0,75.22
L89834,Neurology,Digital Ad,Visited website 8 times,Visited 2 pages,Organic Search,35.0,59.75
L72979,Orthopedics,Digital Ad,Visited website 8 times,Visited 3 pages,Organic Search,78.0,70.87
L65828,Orthopedics,Doctor Referral,Visited website 1 times,Visited 4 pages,Digital Ad,71.0,53.3
L56104,Neurology,Word of Mouth,Visited website 7 times,Visited 3 pages,Referral,68.0,64.72
L50934,Orthopedics,Word of Mouth,Visited website 6 times,Visited 1 pages,Digital Ad,36.0,30.01
L16050,Cardiology,Digital Ad,Visited website 3 times,Visited 4 pages,Digital Ad,53.0,63.44
L53952,Neurology,Doctor Referral,Visited website 8 times,Visited 4 pages,Organic Search,64.0,81.31
L96570,Neurology,Doctor Referral,Visited website 6 times,Visited 1 pages,Organic Search,54.0,69.02
L18484,Orthopedics,Doctor Referral,Visited website 6 times,Visited 2 pages,Digital Ad,56.0,51.0
L72648,Neurology,Digital Ad,Visited website 2 times,Visited 2 pages,Organic Search,55.0,59.75
L69945,Neurology,Digital Ad,Visited website 8 times,Visited 3 pages,Referral,74.0,74.14
L63678,Neurology,Digital Ad,Visited website 1 times,Visited 2 pages,Digital Ad,48.0,44.75
L41323,Cardiology,Doctor Referral,Visited website 1 times,Visited 1 pages,Referral,34.0,57.25
L96332,Neurology,Doctor Referral,Visited website 8 times,Visited 1 pages,Digital Ad,35.0,53.1
L97363,Cardiology,Word of Mouth,Visited website 6 times,Visited 1 pages,Referral,75.0,73.58
L45361,Cardiology,Word of Mouth,Visited website 6 times,Visited 4 pages,Organic Search,62.0,77.32
L20315,Pediatrics,Doctor Referral,Visited website 7 times,Visited 4 pages,Referral,65.0,44.39
L57968,Neurology,Word of Mouth,Visited website 7 times,Visited 2 pages,Referral,70.0,64.11
L36519,Neurology,Doctor Referral,Visited website 4 times,Visited 1 pages,Organic Search,56.0,66.87
L19107,Orthopedics,Doctor Referral,Visited website 6 times,Visited 1 pages,Digital Ad,64.0,53.15
L65781,Cardiology,Digital Ad,Visited website 7 times,Visited 4 pages,Organic Search,57.0,81.67
L13869,Neurology,Digital Ad,Visited website 9 times,Visited 2 pages,Referral,50.0,63.08
L90983,Neurology,Digital Ad,Visited website 6 times,Visited 3 pages,Referral,30.0,50.79
L37370,Cardiology,Word of Mouth,Visited website 5 times,Visited 1 pages,Organic Search,45.0,63.34
L72695,Cardiology,Doctor Referral,Visited website 9 times,Visited 3 pages,Organic Search,54.0,86.94
L70422,Pediatrics,Digital Ad,Visited website 6 times,Visited 3 pages,Digital Ad,52.0,25.09
L17971,Pediatrics,Doctor Referral,Visited website 2 times,Visited 4 pages,Digital Ad,53.0,26.06
L35651,Pediatrics,Word of Mouth,Visited website 9 times,Visited 2 pages,Digital Ad,45.0,19.82
L66974,Neurology,Doctor Referral,Visited website 6 times,Visited 3 pages,Organic Search,58.0,73.94
L33446,Pediatrics,Doctor Referral,Visited website 3 times,Visited 3 pages,Referral,56.0,32.57
L48108,Cardiology,Doctor Referral,Visited website 5 times,Visited 1 pages,Referral,78.0,83.67
L85179,Neurology,Word of Mouth,Visited website 8 times,Visited 4 pages,Digital Ad,54.0,56.22
L13823,Neurology,Digital Ad,Visited website 4 times,Visited 3 pages,Organic Search,63.0,68.05
L23454,Cardiology,Digital Ad,Visited website 8 times,Visited 4 pages,Digital Ad,39.0,64.67
L13932,Neurology,Doctor Referral,Visited website 6 times,Visited 2 pages,Digital Ad,71.0,68.15
L20220,Neurology,Doctor Referral,Visited website 3 times,Visited 3 pages,Organic Search,75.0,77.16
L84090,Cardiology,Word of Mouth,Visited website 6 times,Visited 4 pages,Digital Ad,49.0,61.09
L77965,Orthopedics,Word of Mouth,Visited website 3 times,Visited 4 pages,Digital Ad,40.0,31.85
L38208,Pediatrics,Doctor Referral,Visited website 3 times,Visited 2 pages,Organic Search,32.0,25.09
L82980,Neurology,Digital Ad,Visited website 6 times,Visited 3 pages,Digital Ad,68.0,63.18
L20510,Neurology,Doctor Referral,Visited website 2 times,Visited 2 pages,Referral,47.0,56.07
L54045,Cardiology,Digital Ad,Visited website 6 times,Visited 3 pages,Organic Search,79.0,88.74
L20537,Cardiology,Doctor Referral,Visited website 3 times,Visited 2 pages,Organic Search,53.0,75.73
L82683,Cardiology,Digital Ad,Visited website 2 times,Visited 1 pages,Referral,72.0,71.17
L79134,Cardiology,Doctor Referral,Visited website 5 times,Visited 4 pages,Digital Ad,38.0,64.72
L82254,Cardiology,Digital Ad,Visited website 1 times,Visited 4 pages,Digital Ad,54.0,60.83
L23782,Orthopedics,Word of Mouth,Visited website 5 times,Visited 2 pages,Referral,53.0,42.96
L75587,Orthopedics,Word of Mouth,Visited website 7 times,Visited 4 pages,Organic Search,79.0,66.21
L92238,Neurology,Digital Ad,Visited website 4 times,Visited 3 pages,Digital Ad,32.0,43.52
L85720,Neurology,Doctor Referral,Visited website 3 times,Visited 1 pages,Organic Search,79.0,75.93
L88004,Orthopedics,Doctor Referral,Visited website 1 times,Visited 2 pages,Organic Search,39.0,45.72
L32072,Orthopedics,Doctor Referral,Visited website 2 times,Visited 1 pages,Referral,72.0,55.81
L91015,Cardiology,Word of Mouth,Visited website 4 times,Visited 1 pages,Digital Ad,50.0,53.87
L98938,Neurology,Doctor Referral,Visited website 9 times,Visited 2 pages,Organic Search,58.0,77.01
L82746,Cardiology,Doctor Referral,Visited website 3 times,Visited 2 pages,Digital Ad,52.0,65.03
L55702,Cardiology,Word of Mouth,Visited website 5 times,Visited 4 pages,Organic Search,55.0,72.56
L16057,Cardiology,Digital Ad,Visited website 6 times,Visited 2 pages,Referral,30.0,59.5
L40916,Neurology,Digital Ad,Visited website 1 times,Visited 3 pages,Organic Search,55.0,59.75
L37268,Pediatrics,Word of Mouth,Visited website 4 times,Visited 3 pages,Digital Ad,71.0,25.65
L53978,Neurology,Digital Ad,Visited website 9 times,Visited 1 pages,Referral,78.0,74.45
L33259,Pediatrics,Word of Mouth,Visited website 1 times,Visited 4 pages,Organic Search,69.0,31.9
L63583,Cardiology,Word of Mouth,Visited website 5 times,Visited 3 pages,Referral,53.0,64.98
L89400,Pediatrics,Digital Ad,Visited website 2 times,Visited 2 pages,Referral,38.0,16.08
L44293,Neurology,Doctor Referral,Visited website 3 times,Visited 2 pages,Organic Search,73.0,74.71
L17043,Orthopedics,Doctor Referral,Visited website 1 times,Visited 2 pages,Organic Search,55.0,53.1
L60430,Cardiology,Doctor Referral,Visited website 5 times,Visited 4 pages,Referral,52.0,76.29
L48893,Cardiology,Doctor Referral,Visited website 5 times,Visited 1 pages,Digital Ad,39.0,60.57
L50642,Cardiology,Doctor Referral,Visited website 3 times,Visited 2 pages,Referral,53.0,70.61
L88065,Cardiology,Digital Ad,Visited website 3 times,Visited 4 pages,Digital Ad,45.0,59.75
L40868,Pediatrics,Digital Ad,Visited website 9 times,Visited 1 pages,Organic Search,31.0,27.19
L36309,Cardiology,Word of Mouth,Visited website 5 times,Visited 2 pages,Organic Search,55.0,69.48
L33284,Orthopedics,Word of Mouth,Visited website 2 times,Visited 1 pages,Digital Ad,41.0,26.16
L79000,Cardiology,Doctor Referral,Visited website 8 times,Visited 4 pages,Referral,63.0,85.97
L94179,Neurology,Doctor Referral,Visited website 8 times,Visited 4 pages,Organic Search,76.0,86.84
L72107,Neurology,Word of Mouth,Visited website 1 times,Visited 3 pages,Organic Search,42.0,48.64
L75049,Orthopedics,Doctor Referral,Visited website 7 times,Visited 3 pages,Referral,73.0,67.03
L39265,Cardiology,Digital Ad,Visited website 8 times,Visited 2 pages,Organic Search,53.0,78.29
L91490,Pediatrics,Word of Mouth,Visited website 1 times,Visited 2 pages,Referral,71.0,24.63
L33880,Orthopedics,Digital Ad,Visited website 4 times,Visited 2 pages,Organic Search,61.0,55.35
L94579,Orthopedics,Doctor Referral,Visited website 3 times,Visited 1 pages,Referral,73.0,57.81
L10255,Neurology,Digital Ad,Visited website 9 times,Visited 4 pages,Organic Search,39.0,66.21
L11502,Cardiology,Digital Ad,Visited website 1 times,Visited 4 pages,Organic Search,59.0,73.37
L80192,Cardiology,Digital Ad,Visited website 4 times,Visited 4 pages,Organic Search,76.0,85.82
L75424,Cardiology,Word of Mouth,Visited website 8 times,Visited 4 pages,Referral,42.0,66.05
L85838,Orthopedics,Word of Mouth,Visited website 7 times,Visited 2 pages,Referral,61.0,49.72
L80966,Pediatrics,Digital Ad,Visited website 2 times,Visited 4 pages,Referral,63.0,30.67
L51366,Cardiology,Word of Mouth,Visited website 7 times,Visited 2 pages,Digital Ad,75.0,71.53
L37425,Orthopedics,Word of Mouth,Visited website 1 times,Visited 4 pages,Organic Search,66.0,51.0
L62328,Orthopedics,Doctor Referral,Visited website 3 times,Visited 3 pages,Referral,34.0,42.91
L77396,Neurology,Doctor Referral,Visited website 8 times,Visited 1 pages,Referral,32.0,56.84
L81694,Cardiology,Doctor Referral,Visited website 2 times,Visited 1 pages,Referral,35.0,59.24
L15806,Orthopedics,Word of Mouth,Visited website 9 times,Visited 2 pages,Referral,48.0,46.8
L96274,Neurology,Word of Mouth,Visited website 9 times,Visited 4 pages,Organic Search,46.0,64.31
L27106,Neurology,Doctor Referral,Visited website 5 times,Visited 2 pages,Digital Ad,37.0,50.95
L66731,Cardiology,Doctor Referral,Visited website 3 times,Visited 1 pages,Digital Ad,37.0,56.58
L85010,Pediatrics,Doctor Referral,Visited website 4 times,Visited 3 pages,Organic Search,34.0,29.08
L92533,Pediatrics,Doctor Referral,Visited website 5 times,Visited 1 pages,Organic Search,73.0,45.52
L42599,Neurology,Word of Mouth,Visited website 5 times,Visited 2 pages,Organic Search,74.0,68.0
L81326,Neurology,Word of Mouth,Visited website 7 times,Visited 1 pages,Digital Ad,77.0,60.68
L85706,Pediatrics,Digital Ad,Visited website 5 times,Visited 4 pages,Referral,51.0,29.75
L19004,Orthopedics,Digital Ad,Visited website 9 times,Visited 3 pages,Organic Search,55.0,61.8
L61364,Neurology,Digital Ad,Visited website 4 times,Visited 2 pages,Referral,32.0,47.11
L35792,Orthopedics,Word of Mouth,Visited website 3 times,Visited 2 pages,Referral,79.0,51.87
L74912,Cardiology,Word of Mouth,Visited website 8 times,Visited 1 pages,Digital Ad,40.0,55.4
L64645,Pediatrics,Word of Mouth,Visited website 8 times,Visited 2 pages,Organic Search,78.0,43.73
L17232,Pediatrics,Doctor Referral,Visited website 7 times,Visited 1 pages,Referral,36.0,26.42
L88210,Orthopedics,Doctor Referral,Visited website 2 times,Visited 1 pages,Referral,32.0,37.38
L64766,Orthopedics,Doctor Referral,Visited website 4 times,Visited 3 pages,Referral,78.0,64.72
L91588,Neurology,Digital Ad,Visited website 7 times,Visited 2 pages,Referral,54.0,61.85
L58542,Cardiology,Word of Mouth,Visited website 3 times,Visited 4 pages,Referral,67.0,69.89
L15913,Pediatrics,Digital Ad,Visited website 4 times,Visited 2 pages,Digital Ad,37.0,13.57
L20567,Pediatrics,Digital Ad,Visited website 4 times,Visited 2 pages,Referral,41.0,20.53
L48379,Neurology,Digital Ad,Visited website 8 times,Visited 4 pages,Organic Search,73.0,80.34
L84968,Orthopedics,Word of Mouth,Visited website 1 times,Visited 3 pages,Digital Ad,79.0,45.21
L10319,Orthopedics,Word of Mouth,Visited website 5 times,Visited 1 pages,Digital Ad,71.0,44.6
L96120,Orthopedics,Digital Ad,Visited website 7 times,Visited 3 pages,Referral,58.0,54.99
L14791,Cardiology,Digital Ad,Visited website 1 times,Visited 2 pages,Digital Ad,53.0,57.3
L10329,Pediatrics,Word of Mouth,Visited website 9 times,Visited 3 pages,Digital Ad,49.0,23.2
L84387,Pediatrics,Digital Ad,Visited website 2 times,Visited 4 pages,Referral,72.0,34.82
L71032,Pediatrics,Digital Ad,Visited website 9 times,Visited 2 pages,Organic Search,58.0,41.17
L54078,Cardiology,Doctor Referral,Visited website 7 times,Visited 3 pages,Digital Ad,40.0,67.18
L98662,Cardiology,Digital Ad,Visited website 2 times,Visited 4 pages,Digital Ad,51.0,60.98
L31300,Neurology,Digital Ad,Visited website 3 times,Visited 2 pages,Referral,73.0,64.46
L85700,Neurology,Word of Mouth,Visited website 8 times,Visited 1 pages,Digital Ad,46.0,47.93
L60945,Pediatrics,Doctor Referral,Visited website 2 times,Visited 1 pages,Referral,55.0,27.5
L65609,Neurology,Doctor Referral,Visited website 5 times,Visited 4 pages,Referral,58.0,68.82
L70562,Neurology,Doctor Referral,Visited website 1 times,Visited 1 pages,Organic Search,64.0,65.95
L71901,Pediatrics,Word of Mouth,Visited website 5 times,Visited 3 pages,Organic Search,66.0,35.13
L15703,Pediatrics,Digital Ad,Visited website 2 times,Visited 2 pages,Digital Ad,75.0,28.01
L73115,Cardiology,Digital Ad,Visited website 4 times,Visited 2 pages,Digital Ad,37.0,54.53
L98090,Cardiology,Digital Ad,Visited website 6 times,Visited 4 pages,Organic Search,72.0,87.05
L37676,Pediatrics,Doctor Referral,Visited website 2 times,Visited 1 pages,Referral,78.0,38.1
L71710,Orthopedics,Digital Ad,Visited website 8 times,Visited 4 pages,Digital Ad,53.0,50.64
L70077,Cardiology,Word of Mouth,Visited website 3 times,Visited 2 pages,Referral,42.0,55.3
L99340,Neurology,Digital Ad,Visited website 5 times,Visited 3 pages,Organic Search,76.0,75.58
L55440,Pediatrics,Doctor Referral,Visited website 8 times,Visited 1 pages,Digital Ad,32.0,20.99
L46923,Neurology,Doctor Referral,Visited website 3 times,Visited 3 pages,Digital Ad,79.0,68.77
L39802,Neurology,Digital Ad,Visited website 3 times,Visited 4 pages,Digital Ad,66.0,59.19
L72904,Cardiology,Digital Ad,Visited website 1 times,Visited 3 pages,Referral,59.0,66.72
L70162,Pediatrics,Digital Ad,Visited website 6 times,Visited 1 pages,Organic Search,60.0,35.94
L75169,Cardiology,Doctor Referral,Visited website 9 times,Visited 4 pages,Referral,30.0,72.3
L78147,Cardiology,Word of Mouth,Visited website 8 times,Visited 1 pages,Organic Search,30.0,61.03
L32075,Cardiology,Doctor Referral,Visited website 6 times,Visited 2 pages,Digital Ad,35.0,61.8
L92015,Neurology,Digital Ad,Visited website 4 times,Visited 3 pages,Digital Ad,72.0,61.96
L84716,Cardiology,Doctor Referral,Visited website 9 times,Visited 1 pages,Digital Ad,41.0,67.64
L19304,Orthopedics,Word of Mouth,Visited website 4 times,Visited 2 pages,Digital Ad,52.0,35.84
L69622,Pediatrics,Digital Ad,Visited website 7 times,Visited 2 pages,Digital Ad,74.0,35.23
L64215,Orthopedics,Doctor Referral,Visited website 9 times,Visited 3 pages,Digital Ad,32.0,46.08
L90146,Cardiology,Doctor Referral,Visited website 5 times,Visited 2 pages,Digital Ad,69.0,75.93
L83973,Pediatrics,Word of Mouth,Visited website 8 times,Visited 2 pages,Digital Ad,39.0,15.51
L22521,Orthopedics,Digital Ad,Visited website 2 times,Visited 2 pages,Organic Search,55.0,49.51
L34028,Cardiology,Word of Mouth,Visited website 3 times,Visited 4 pages,Referral,47.0,60.68
L49328,Pediatrics,Word of Mouth,Visited website 3 times,Visited 4 pages,Digital Ad,36.0,9.52
L37301,Orthopedics,Doctor Referral,Visited website 4 times,Visited 4 pages,Digital Ad,35.0,41.32
L48015,Pediatrics,Digital Ad,Visited website 8 times,Visited 4 pages,Referral,54.0,35.74
L97276,Pediatrics,Doctor Referral,Visited website 8 times,Visited 2 pages,Digital Ad,61.0,35.89
L46845,Cardiology,Word of Mouth,Visited website 3 times,Visited 4 pages,Digital Ad,56.0,59.7
L96818,Cardiology,Word of Mouth,Visited website 9 times,Visited 2 pages,Referral,31.0,59.45
L86394,Cardiology,Doctor Referral,Visited website 5 times,Visited 2 pages,Digital Ad,61.0,72.25
L54159,Pediatrics,Word of Mouth,Visited website 4 times,Visited 3 pages,Organic Search,31.0,17.46
L53714,Neurology,Doctor Referral,Visited website 1 times,Visited 3 pages,Digital Ad,75.0,63.85
L90722,Orthopedics,Word of Mouth,Visited website 5 times,Visited 2 pages,Referral,50.0,41.58
L35230,Orthopedics,Word of Mouth,Visited website 1 times,Visited 2 pages,Digital Ad,57.0,33.54
L59262,Pediatrics,Doctor Referral,Visited website 1 times,Visited 4 pages,Organic Search,60.0,37.99
L51722,Cardiology,Doctor Referral,Visited website 4 times,Visited 2 pages,Digital Ad,51.0,66.1
L56359,Neurology,Word of Mouth,Visited website 4 times,Visited 3 pages,Digital Ad,69.0,55.45
L72796,Pediatrics,Doctor Referral,Visited website 4 times,Visited 4 pages,Referral,30.0,23.66
L50159,Pediatrics,Doctor Referral,Visited website 8 times,Visited 2 pages,Digital Ad,71.0,40.5
L97052,Neurology,Digital Ad,Visited website 9 times,Visited 2 pages,Referral,59.0,67.23
L15239,Pediatrics,Word of Mouth,Visited website 7 times,Visited 2 pages,Digital Ad,75.0,30.57
L60886,Pediatrics,Digital Ad,Visited website 8 times,Visited 2 pages,Organic Search,71.0,45.62
L37195,Pediatrics,Doctor Referral,Visited website 3 times,Visited 2 pages,Digital Ad,66.0,30.52
L44674,Neurology,Digital Ad,Visited website 1 times,Visited 3 pages,Digital Ad,64.0,53.66
L28105,Neurology,Digital Ad,Visited website 9 times,Visited 3 pages,Digital Ad,51.0,59.96
L39739,Pediatrics,Word of Mouth,Visited website 3 times,Visited 2 pages,Digital Ad,63.0,18.89
L41969,Orthopedics,Word of Mouth,Visited website 2 times,Visited 3 pages,Referral,57.0,41.73
L24497,Neurology,Word of Mouth,Visited website 2 times,Visited 2 pages,Digital Ad,30.0,32.87
L11816,Orthopedics,Digital Ad,Visited website 3 times,Visited 2 pages,Organic Search,50.0,48.75
L69254,Pediatrics,Word of Mouth,Visited website 2 times,Visited 2 pages,Referral,57.0,19.71
L97695,Cardiology,Word of Mouth,Visited website 1 times,Visited 4 pages,Digital Ad,63.0,59.86
L79385,Cardiology,Word of Mouth,Visited website 6 times,Visited 1 pages,Referral,65.0,68.97
L97148,Cardiology,Digital Ad,Visited website 2 times,Visited 4 pages,Digital Ad,40.0,55.91
L43826,Pediatrics,Digital Ad,Visited website 4 times,Visited 2 pages,Organic Search,72.0,39.94
L73365,Neurology,Doctor Referral,Visited website 9 times,Visited 2 pages,Referral,38.0,62.67
L94242,Orthopedics,Digital Ad,Visited website 7 times,Visited 4 pages,Digital Ad,61.0,52.79
L60100,Orthopedics,Doctor Referral,Visited website 8 times,Visited 4 pages,Referral,49.0,59.04
L14359,Neurology,Doctor Referral,Visited website 6 times,Visited 3 pages,Referral,61.0,70.2
L22809,Orthopedics,Word of Mouth,Visited website 4 times,Visited 3 pages,Digital Ad,79.0,49.82
